tab	sites
site	location	samples	specimens	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	lat	lon	analysts	criteria	software_packages	citations	method_codes	result_quality	vgp_dm	vgp_dp	vgp_lat	vgp_lon	site_name
WS5	Grenville orogen	WS5-1:WS5-4:WS5-5:WS5-6	WS5-1a:WS5-4a:WS5-5a:WS5-6a	   15.8 	mmt	   83.2 	   36.4 	    35 	4.0	4 	4 	0 	t	3.9138 	0	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   18.4 	   10.7 	   18.8 	    1.5 	WS5
WS5	Grenville orogen	WS5-1:WS5-2:WS5-3:WS5-4:WS5-5:WS5-6	WS5-1a:WS5-2a:WS5-3a:WS5-4a:WS5-5a:WS5-6a	    6.8 	mt	  105.7 	   42.2 	    99 	6.0	6 	6 	0 	t	5.9493 	0	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    8.4 	    5.1 	    6.7 	  343.6 	WS5
WS5	Grenville orogen	WS5-1:WS5-4:WS5-5:WS5-6	WS5-1a:WS5-4a:WS5-5a:WS5-6a	   15.8 	mmt	   83.2 	   36.4 	    35 	4.0	4 	4 	0 	t	3.9138 	100	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   18.4 	   10.7 	   18.8 	    1.5 	WS5
WS5	Grenville orogen	WS5-1:WS5-2:WS5-3:WS5-4:WS5-5:WS5-6	WS5-1a:WS5-2a:WS5-3a:WS5-4a:WS5-5a:WS5-6a	    6.8 	mt	  105.7 	   42.2 	    99 	6.0	6 	6 	0 	t	5.9493 	100	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    8.4 	    5.1 	    6.7 	  343.6 	WS5
WS6	Grenville orogen	WS6-1:WS6-2:WS6-3:WS6-4:WS6-5:WS6-6	WS6-1a:WS6-2a:WS6-3a:WS6-4a:WS6-5a:WS6-6a	   11.3 	mt	  107.7 	   39.9 	    36 	6.0	6 	6 	0 	t	5.8605 	100	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM:DA-DIR-GEO	g	   13.6 	    8.2 	    4.2 	  343.4 	WS6
WS6	Grenville orogen	WS6-2	WS6-2a		py	78.6	64.6		1.0	1	1	0	n		100	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  289.0 	  232.0 	   37.5 	  339.9 	WS6
WS6	Grenville orogen	WS6-2	WS6-2a		py	78.6	64.6		1.0	1	1	0	n		0	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  289.0 	  232.0 	   37.5 	  339.9 	WS6
WS6	Grenville orogen	WS6-1:WS6-2:WS6-3:WS6-4:WS6-5:WS6-6	WS6-1a:WS6-2a:WS6-3a:WS6-4a:WS6-5a:WS6-6a	   11.3 	mt	  107.7 	   39.9 	    36 	6.0	6 	6 	0 	t	5.8605 	0	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	g	   13.6 	    8.2 	    4.2 	  343.4 	WS6
WS6	Grenville orogen	WS6-1:WS6-2:WS6-3:WS6-4	WS6-1a:WS6-2a:WS6-3a:WS6-4a	  180.0 	mmt	   11.8 	  -55.7 	     2 	4.0	4 	4 	0 	t	2.1662 	100	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	  257.6 	  184.4 	    8.2 	   92.0 	WS6
WS6	Grenville orogen	WS6-1:WS6-2:WS6-3:WS6-4	WS6-1a:WS6-2a:WS6-3a:WS6-4a	  180.0 	mmt	   11.8 	  -55.7 	     2 	4.0	4 	4 	0 	t	2.1662 	0	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	  257.6 	  184.4 	    8.2 	   92.0 	WS6
WS7	Grenville orogen	WS7-1:WS7-2:WS7-3:WS7-4:WS7-5:WS7-6:WS7-7	WS7-1a:WS7-2a:WS7-3a:WS7-4a:WS7-5a:WS7-6a:WS7-7a	    6.5 	mt	  112.2 	   29.0 	    88 	7.0	7 	7 	0 	t	6.9317 	100	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    7.2 	    3.9 	   -4.0 	  345.0 	WS7
WS7	Grenville orogen	WS7-1:WS7-2:WS7-3:WS7-4:WS7-5:WS7-6:WS7-7	WS7-1a:WS7-2a:WS7-3a:WS7-4a:WS7-5a:WS7-6a:WS7-7a	    6.5 	mt	  112.2 	   29.0 	    88 	7.0	7 	7 	0 	t	6.9317 	0	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    7.2 	    3.9 	   -4.0 	  345.0 	WS7
WS7	Grenville orogen	WS7-5:WS7-6:WS7-7	WS7-5a:WS7-6a:WS7-7a	   23.3 	mmt	   76.3 	   35.4 	    29 	3.0	3 	3 	0 	t	2.9312 	0	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   26.9 	   15.6 	   23.2 	    6.6 	WS7
WS7	Grenville orogen	WS7-5:WS7-6:WS7-7	WS7-5a:WS7-6a:WS7-7a	   23.3 	mmt	   76.3 	   35.4 	    29 	3.0	3 	3 	0 	t	2.9312 	100	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   26.9 	   15.6 	   23.2 	    6.6 	WS7
WS8	Grenville orogen	WS8-3:WS8-4:WS8-6:WS8-7:WS8-8	WS8-3a:WS8-4a:WS8-6a:WS8-7a:WS8-8a	    9.5 	mmt	  117.6 	   10.8 	    66 	5.0	5 	5 	0 	t	4.9398 	0	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    9.6 	    4.9 	  -15.1 	  347.6 	WS8
WS8	Grenville orogen	WS8-1:WS8-2:WS8-3:WS8-4:WS8-5:WS8-6:WS8-7:WS8-8	WS8-1a:WS8-2a:WS8-3a:WS8-4a:WS8-5a:WS8-6a:WS8-7a:WS8-8a	   10.8 	mt	  116.0 	   25.4 	    27 	8.0	8 	8 	0 	t	7.7451 	0	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   11.6 	    6.3 	   -8.0 	  343.6 	WS8
WS8	Grenville orogen	WS8-5	WS8-5a		pdf	343.7	62.0		1.0	1	1	0	n		0	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  279.3 	  216.7 	   78.2 	  189.3 	WS8
WS8	Grenville orogen	WS8-1:WS8-2:WS8-3:WS8-4:WS8-5:WS8-6:WS8-7:WS8-8	WS8-1a:WS8-2a:WS8-3a:WS8-4a:WS8-5a:WS8-6a:WS8-7a:WS8-8a	   10.8 	mt	  116.0 	   25.4 	    27 	8.0	8 	8 	0 	t	7.7451 	100	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   11.6 	    6.3 	   -8.0 	  343.6 	WS8
WS8	Grenville orogen	WS8-5	WS8-5a		pdf	343.7	62.0		1.0	1	1	0	n		100	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  279.3 	  216.7 	   78.2 	  189.3 	WS8
WS8	Grenville orogen	WS8-3:WS8-4:WS8-6:WS8-7:WS8-8	WS8-3a:WS8-4a:WS8-6a:WS8-7a:WS8-8a	    9.5 	mmt	  117.6 	   10.8 	    66 	5.0	5 	5 	0 	t	4.9398 	100	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    9.6 	    4.9 	  -15.1 	  347.6 	WS8
WS9	Grenville orogen	WS9-1:WS9-2:WS9-3:WS9-4:WS9-5:WS9-6	WS9-1a:WS9-2a:WS9-3a:WS9-4a:WS9-5a:WS9-6a	   12.4 	mmt	  114.0 	   34.5 	    30 	6.0	6 	6 	0 	t	5.8349 	0	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   14.2 	    8.2 	   -2.5 	  341.5 	WS9
WS9	Grenville orogen	WS9-1:WS9-2:WS9-3:WS9-4:WS9-5:WS9-6	WS9-1a:WS9-2a:WS9-3a:WS9-4a:WS9-5a:WS9-6a	    5.7 	mt	  125.8 	   15.2 	   140 	6.0	6 	6 	0 	t	5.9643 	0	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    5.9 	    3.0 	  -18.4 	  339.5 	WS9
WS9	Grenville orogen	WS9-1:WS9-2:WS9-3:WS9-4:WS9-5:WS9-6	WS9-1a:WS9-2a:WS9-3a:WS9-4a:WS9-5a:WS9-6a	   12.4 	mmt	  114.0 	   34.5 	    30 	6.0	6 	6 	0 	t	5.8349 	100	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   14.2 	    8.2 	   -2.5 	  341.5 	WS9
WS9	Grenville orogen	WS9-1:WS9-2:WS9-3:WS9-4:WS9-5:WS9-6	WS9-1a:WS9-2a:WS9-3a:WS9-4a:WS9-5a:WS9-6a	    5.7 	mt	  125.8 	   15.2 	   140 	6.0	6 	6 	0 	t	5.9643 	100	44.9	281.6		ACCEPT	pmagpy-4.2.113: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    5.9 	    3.0 	  -18.4 	  339.5 	WS9
