tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
SJ14-1a	SJ14-1a_LP-DIR-T	SJ14-1		lt	356.7	8.6	2	6	-1	130.0	2.1	573	373	K		hargrave 2024-04-14 18:36:20	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ14
SJ14-1a	SJ14-1a_LP-DIR-T	SJ14-1		mt	95.9	38.1	2	22	0	0.0	8.8	851	778	K		hargrave 2024-04-14 18:36:20	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ14
SJ14-1a	SJ14-1a_LP-DIR-T	SJ14-1		lt	287.1	-69.1	2	6	0	130.0	2.1	573	373	K		hargrave 2024-04-14 18:36:20	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ14
SJ14-1a	SJ14-1a_LP-DIR-T	SJ14-1		mt	95.9	38.1	2	22	100	0.0	8.8	851	778	K		hargrave 2024-04-14 18:36:20	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ14
SJ14-1a	SJ14-1a_LP-DIR-T	SJ14-1		lt	287.1	-69.1	2	6	100	130.0	2.1	573	373	K		hargrave 2024-04-14 18:36:20	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ14
SJ14-2a	SJ14-2a_LP-DIR-T	SJ14-2		mt	159.8	-41.2	2	6	-1	0.0	7.3	865	845	K		hargrave 2024-04-19 16:24:26	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ14
SJ14-2a	SJ14-2a_LP-DIR-T	SJ14-2		mmt	90.6	-8.5	2	16	0	25.1	8.7	830	773	K		hargrave 2024-04-19 16:24:26	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ14
SJ14-2a	SJ14-2a_LP-DIR-T	SJ14-2		mmt	104.7	-77.2	2	16	-1	25.1	8.7	830	773	K		hargrave 2024-04-19 16:24:26	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ14
SJ14-2a	SJ14-2a_LP-DIR-T	SJ14-2		mt	85.1	33.6	2	6	0	0.0	7.3	865	845	K		hargrave 2024-04-19 16:24:26	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ14
SJ14-2a	SJ14-2a_LP-DIR-T	SJ14-2		mt	85.1	33.6	2	6	100	0.0	7.3	865	845	K		hargrave 2024-04-19 16:24:26	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ14
SJ14-2a	SJ14-2a_LP-DIR-T	SJ14-2		mmt	90.6	-8.5	2	16	100	25.1	8.7	830	773	K		hargrave 2024-04-19 16:24:26	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ14
SJ14-2a		SJ14-2																	This study	LP-NOMAG				Grenville orogen	SJ14
SJ14-3a	SJ14-3a_LP-DIR-T	SJ14-3		mt	143.5	-9.0	1	4	-1	2.9	4.9	851	842	K		hargrave 2024-04-14 18:39:43	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ14
SJ14-3a	SJ14-3a_LP-DIR-T	SJ14-3		mt	54.6	48.1	1	4	0	2.9	4.9	851	842	K		hargrave 2024-04-14 18:39:43	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ14
SJ14-3a	SJ14-3a_LP-DIR-T	SJ14-3		mt	54.6	48.1	1	4	100	2.9	4.9	851	842	K		hargrave 2024-04-14 18:39:43	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ14
SJ14-3a		SJ14-3																	This study	LP-NOMAG				Grenville orogen	SJ14
SJ14-4a	SJ14-4a_LP-DIR-T	SJ14-4		mt	160.1	3.0	2	10	-1	4.1	7.3	865	833	K		hargrave 2024-04-19 16:28:42	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ14
SJ14-4a	SJ14-4a_LP-DIR-T	SJ14-4		mmt	154.0	-22.8	2	14	-1	11.8	12.7	830	783	K		hargrave 2024-04-19 16:28:42	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ14
SJ14-4a	SJ14-4a_LP-DIR-T	SJ14-4		mt	72.5	57.9	2	10	0	4.1	7.3	865	833	K		hargrave 2024-04-19 16:28:42	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ14
SJ14-4a	SJ14-4a_LP-DIR-T	SJ14-4		mt	72.5	57.9	2	10	100	4.1	7.3	865	833	K		hargrave 2024-04-19 16:28:42	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ14
SJ14-4a	SJ14-4a_LP-DIR-T	SJ14-4		mmt	83.6	32.4	2	14	100	11.8	12.7	830	783	K		hargrave 2024-04-19 16:28:42	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ14
SJ14-4a		SJ14-4																	This study	LP-NOMAG				Grenville orogen	SJ14
SJ14-4a	SJ14-4a_LP-DIR-T	SJ14-4		mmt	83.6	32.4	2	14	0	11.8	12.7	830	783	K		hargrave 2024-04-19 16:28:42	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ14
SJ2-1a		SJ2-1																	This study	LP-NOMAG				Grenville orogen	SJ2
SJ2-1a	SJ2-1a_LP-DIR-T	SJ2-1		mt	222.0	33.1	1	9	-1	0.0	10.0	861	833	K		hargrave 2024-04-18 17:50:44	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ2
SJ2-1a	SJ2-1a_LP-DIR-T	SJ2-1		mt	81.8	50.1	1	9	0	0.0	10.0	861	833	K		hargrave 2024-04-18 17:50:44	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ2
SJ2-1a	SJ2-1a_LP-DIR-T	SJ2-1		mt	81.8	50.1	1	9	100	0.0	10.0	861	833	K		hargrave 2024-04-18 17:50:44	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ2
SJ2-2a	SJ2-2a_LP-DIR-T	SJ2-2		mt	220.3	33.2	1	8	-1	0.0	2.1	851	830	K		hargrave 2024-04-14 17:28:58	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ2
SJ2-2a		SJ2-2																	This study	LP-NOMAG				Grenville orogen	SJ2
SJ2-2a	SJ2-2a_LP-DIR-T	SJ2-2		mt	78.9	54.4	1	8	0	0.0	2.1	851	830	K		hargrave 2024-04-14 17:28:58	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ2
SJ2-2a	SJ2-2a_LP-DIR-T	SJ2-2		mt	78.9	54.4	1	8	100	0.0	2.1	851	830	K		hargrave 2024-04-14 17:28:58	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ2
SJ2-3a	SJ2-3a_LP-DIR-T	SJ2-3		mt	83.8	51.8	1	7	100	0.0	2.5	851	833	K		hargrave 2024-04-14 17:30:25	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ2
SJ2-3a		SJ2-3																	This study	LP-NOMAG				Grenville orogen	SJ2
SJ2-3a	SJ2-3a_LP-DIR-T	SJ2-3		mt	83.8	51.8	1	7	0	0.0	2.5	851	833	K		hargrave 2024-04-14 17:30:25	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ2
SJ2-3a	SJ2-3a_LP-DIR-T	SJ2-3		mt	229.6	51.8	1	7	-1	0.0	2.5	851	833	K		hargrave 2024-04-14 17:30:25	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ2
SJ3-1a	SJ3-1a_LP-DIR-T	SJ3-1		mt	98.5	62.3	1	5	100	0.0	2.9	851	839	K		hargrave 2024-04-14 17:31:49	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ3
SJ3-1a	SJ3-1a_LP-DIR-T	SJ3-1		mt	209.5	24.9	1	5	-1	0.0	2.9	851	839	K		hargrave 2024-04-14 17:31:49	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ3
SJ3-1a		SJ3-1																	This study	LP-NOMAG				Grenville orogen	SJ3
SJ3-1a	SJ3-1a_LP-DIR-T	SJ3-1		mt	98.5	62.3	1	5	0	0.0	2.9	851	839	K		hargrave 2024-04-14 17:31:49	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ3
SJ3-2a	SJ3-2a_LP-DIR-T	SJ3-2		mt	208.6	10.3	1	7	-1	0.0	4.0	865	842	K		hargrave 2024-04-19 16:03:07	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ3
SJ3-2a	SJ3-2a_LP-DIR-T	SJ3-2		mt	73.7	61.6	1	7	0	0.0	4.0	865	842	K		hargrave 2024-04-19 16:03:07	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ3
SJ3-2a		SJ3-2																	This study	LP-NOMAG				Grenville orogen	SJ3
SJ3-2a	SJ3-2a_LP-DIR-T	SJ3-2		mt	73.7	61.6	1	7	100	0.0	4.0	865	842	K		hargrave 2024-04-19 16:03:07	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ3
SJ3-3a		SJ3-3																	This study	LP-NOMAG				Grenville orogen	SJ3
SJ3-3a	SJ3-3a_LP-DIR-T	SJ3-3		mt	214.9	34.3	1	8	-1	1.8	3.9	861	836	K		hargrave 2024-04-18 17:54:04	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ3
SJ3-3a	SJ3-3a_LP-DIR-T	SJ3-3		mt	78.9	58.4	1	8	100	1.8	3.9	861	836	K		hargrave 2024-04-18 17:54:04	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ3
SJ3-3a	SJ3-3a_LP-DIR-T	SJ3-3		mt	78.9	58.4	1	8	0	1.8	3.9	861	836	K		hargrave 2024-04-18 17:54:04	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ3
SJ3-4a	SJ3-4a_LP-DIR-T	SJ3-4		mt	83.4	60.2	1	8	0	6.7	7.1	861	836	K		hargrave 2024-04-18 17:55:35	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ3
SJ3-4a		SJ3-4																	This study	LP-NOMAG				Grenville orogen	SJ3
SJ3-4a	SJ3-4a_LP-DIR-T	SJ3-4		mt	83.4	60.2	1	8	100	6.7	7.1	861	836	K		hargrave 2024-04-18 17:55:35	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ3
SJ3-4a	SJ3-4a_LP-DIR-T	SJ3-4		mt	210.7	33.3	1	8	-1	6.7	7.1	861	836	K		hargrave 2024-04-18 17:55:35	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ3
SJ5-1a		SJ5-1																	This study	LP-NOMAG				Grenville orogen	SJ5
SJ5-1a	SJ5-1a_LP-DIR-T	SJ5-1		mt	104.1	18.5	2	8	-1	0.0	5.1	861	836	K		hargrave 2024-04-18 17:57:03	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ5
SJ5-1a	SJ5-1a_LP-DIR-T	SJ5-1		mt	114.4	21.7	2	8	100	0.0	5.1	861	836	K		hargrave 2024-04-18 17:57:03	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ5
SJ5-1a	SJ5-1a_LP-DIR-T	SJ5-1		mmt	278.4	-50.7	2	14	0	30.0	3.6	823	763	K		hargrave 2024-04-18 17:57:03	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ5
SJ5-1a	SJ5-1a_LP-DIR-T	SJ5-1		mt	114.4	21.7	2	8	0	0.0	5.1	861	836	K		hargrave 2024-04-18 17:57:03	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ5
SJ5-1a	SJ5-1a_LP-DIR-T	SJ5-1		mmt	310.7	-40.5	2	14	-1	30.0	3.6	823	763	K		hargrave 2024-04-18 17:57:03	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ5
SJ5-1a	SJ5-1a_LP-DIR-T	SJ5-1		mmt	278.4	-50.7	2	14	100	30.0	3.6	823	763	K		hargrave 2024-04-18 17:57:03	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ5
SJ5-2a	SJ5-2a_LP-DIR-T	SJ5-2		mt	119.3	8.2	2	7	-1	0.0	13.9	851	833	K		hargrave 2024-04-14 17:42:00	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ5
SJ5-2a	SJ5-2a_LP-DIR-T	SJ5-2		mt	133.9	29.4	2	7	100	0.0	13.9	851	833	K		hargrave 2024-04-14 17:42:00	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ5
SJ5-2a	SJ5-2a_LP-DIR-T	SJ5-2		mmt	309.5	-41.1	2	16	-1	77.0	8.0	823	733	K		hargrave 2024-04-14 17:42:00	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ5
SJ5-2a	SJ5-2a_LP-DIR-T	SJ5-2		mt	133.9	29.4	2	7	0	0.0	13.9	851	833	K		hargrave 2024-04-14 17:42:00	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ5
SJ5-2a	SJ5-2a_LP-DIR-T	SJ5-2		mmt	276.6	-48.1	2	16	0	77.0	8.0	823	733	K		hargrave 2024-04-14 17:42:00	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ5
SJ5-2a		SJ5-2																	This study	LP-NOMAG				Grenville orogen	SJ5
SJ5-2a	SJ5-2a_LP-DIR-T	SJ5-2		mmt	276.6	-48.1	2	16	100	77.0	8.0	823	733	K		hargrave 2024-04-14 17:42:00	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ5
SJ5-3a		SJ5-3																	This study	LP-NOMAG				Grenville orogen	SJ5
SJ5-4a		SJ5-4																	This study	LP-NOMAG				Grenville orogen	SJ5
SJ5-4a	SJ5-4a_LP-DIR-T	SJ5-4		mt	100.6	-26.5	2	6	-1	0.0	11.8	848	833	K		hargrave 2024-04-14 17:43:49	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ5
SJ5-4a	SJ5-4a_LP-DIR-T	SJ5-4		mmt	325.8	-27.7	2	9	-1	75.6	8.2	783	693	K		hargrave 2024-04-14 17:43:49	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ5
SJ5-4a	SJ5-4a_LP-DIR-T	SJ5-4		mt	129.8	-1.8	2	6	0	0.0	11.8	848	833	K		hargrave 2024-04-14 17:43:49	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ5
SJ5-4a	SJ5-4a_LP-DIR-T	SJ5-4		mmt	267.2	-59.1	2	9	0	75.6	8.2	783	693	K		hargrave 2024-04-14 17:43:49	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ5
SJ5-4a	SJ5-4a_LP-DIR-T	SJ5-4		mt	129.8	-1.8	2	6	100	0.0	11.8	848	833	K		hargrave 2024-04-14 17:43:49	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ5
SJ5-4a	SJ5-4a_LP-DIR-T	SJ5-4		mmt	267.2	-59.1	2	9	100	75.6	8.2	783	693	K		hargrave 2024-04-14 17:43:49	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ5
SJ5-5a	SJ5-5a_LP-DIR-T	SJ5-5		mt	113.4	26.6	1	18	-1	0.0	4.5	848	793	K		hargrave 2024-04-13 11:29:38	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ5
SJ5-5a	SJ5-5a_LP-DIR-T	SJ5-5		mt	125.7	34.8	1	18	0	0.0	4.5	848	793	K		hargrave 2024-04-13 11:29:38	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ5
SJ5-5a	SJ5-5a_LP-DIR-T	SJ5-5		mt	125.7	34.8	1	18	100	0.0	4.5	848	793	K		hargrave 2024-04-13 11:29:38	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ5
SJ5-5a		SJ5-5																	This study	LP-NOMAG				Grenville orogen	SJ5
SJ5-6a	SJ5-6a_LP-DIR-T	SJ5-6		mt	146.5	8.1	1	21	-1	8.2	6.9	851	783	K		hargrave 2024-04-14 17:45:24	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ5
SJ5-6a	SJ5-6a_LP-DIR-T	SJ5-6		mt	127.6	42.5	1	21	0	8.2	6.9	851	783	K		hargrave 2024-04-14 17:45:24	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ5
SJ5-6a	SJ5-6a_LP-DIR-T	SJ5-6		mt	127.6	42.5	1	21	100	8.2	6.9	851	783	K		hargrave 2024-04-14 17:45:24	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ5
SJ5-6a		SJ5-6																	This study	LP-NOMAG				Grenville orogen	SJ5
SJ6-1a	SJ6-1a_LP-DIR-T	SJ6-1		pdf	310.8	77.6	2	3	0	58.6	1.6	373	273	K		hargrave 2024-04-13 11:34:36	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ6
SJ6-1a	SJ6-1a_LP-DIR-T	SJ6-1		mt	273.0	-29.9	2	21	0	0.0	7.1	848	778	K		hargrave 2024-04-13 11:34:36	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ6
SJ6-1a		SJ6-1																	This study	LP-NOMAG				Grenville orogen	SJ6
SJ6-1a	SJ6-1a_LP-DIR-T	SJ6-1		pdf	189.9	31.7	2	3	-1	58.6	1.6	373	273	K		hargrave 2024-04-13 11:34:36	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ6
SJ6-1a	SJ6-1a_LP-DIR-T	SJ6-1		pdf	310.8	77.6	2	3	100	58.6	1.6	373	273	K		hargrave 2024-04-13 11:34:36	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ6
SJ6-1a	SJ6-1a_LP-DIR-T	SJ6-1		mt	273.0	-29.9	2	21	100	0.0	7.1	848	778	K		hargrave 2024-04-13 11:34:36	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ6
SJ6-1a	SJ6-1a_LP-DIR-T	SJ6-1		mt	300.9	-4.0	2	21	-1	0.0	7.1	848	778	K		hargrave 2024-04-13 11:34:36	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ6
SJ6-2a		SJ6-2																	This study	LP-NOMAG				Grenville orogen	SJ6
SJ6-2a	SJ6-2a_LP-DIR-T	SJ6-2		pdf	326.5	71.7	3	3	100	76.1	1.0	373	273	K		hargrave 2024-04-13 11:39:05	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ6
SJ6-2a	SJ6-2a_LP-DIR-T	SJ6-2		mmt	260.0	-26.9	3	11	100	34.9	14.5	830	798	K		hargrave 2024-04-13 11:39:05	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ6
SJ6-2a	SJ6-2a_LP-DIR-T	SJ6-2		mt	201.9	-56.4	3	5	100	0.0	3.1	848	836	K		hargrave 2024-04-13 11:39:05	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ6
SJ6-2a	SJ6-2a_LP-DIR-T	SJ6-2		pdf	326.5	71.7	3	3	0	76.1	1.0	373	273	K		hargrave 2024-04-13 11:39:05	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ6
SJ6-2a	SJ6-2a_LP-DIR-T	SJ6-2		mt	201.9	-56.4	3	5	0	0.0	3.1	848	836	K		hargrave 2024-04-13 11:39:05	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ6
SJ6-2a	SJ6-2a_LP-DIR-T	SJ6-2		pdf	191.5	32.0	3	3	-1	76.1	1.0	373	273	K		hargrave 2024-04-13 11:39:05	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ6
SJ6-2a	SJ6-2a_LP-DIR-T	SJ6-2		mmt	293.9	-15.6	3	11	-1	34.9	14.5	830	798	K		hargrave 2024-04-13 11:39:05	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ6
SJ6-2a	SJ6-2a_LP-DIR-T	SJ6-2		mt	341.8	-47.1	3	5	-1	0.0	3.1	848	836	K		hargrave 2024-04-13 11:39:05	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ6
SJ6-2a	SJ6-2a_LP-DIR-T	SJ6-2		mmt	260.0	-26.9	3	11	0	34.9	14.5	830	798	K		hargrave 2024-04-13 11:39:05	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ6
SJ6-3a		SJ6-3																	This study	LP-NOMAG				Grenville orogen	SJ6
SJ6-3a	SJ6-3a_LP-DIR-T	SJ6-3		mt	294.5	-56.5	2	22	0	0.0	4.8	848	773	K		hargrave 2024-04-13 11:40:36	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ6
SJ6-3a	SJ6-3a_LP-DIR-T	SJ6-3		pdf	25.4	51.0	2	3	100	76.2	2.2	373	273	K		hargrave 2024-04-13 11:40:36	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	SJ6
SJ6-3a	SJ6-3a_LP-DIR-T	SJ6-3		mt	294.5	-56.5	2	22	100	0.0	4.8	848	773	K		hargrave 2024-04-13 11:40:36	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ6
SJ6-3a	SJ6-3a_LP-DIR-T	SJ6-3		pdf	25.4	51.0	2	3	0	76.2	2.2	373	273	K		hargrave 2024-04-13 11:40:36	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ6
SJ6-3a	SJ6-3a_LP-DIR-T	SJ6-3		pdf	224.8	68.6	2	3	-1	76.2	2.2	373	273	K		hargrave 2024-04-13 11:40:36	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	SJ6
SJ6-3a	SJ6-3a_LP-DIR-T	SJ6-3		mt	315.8	-44.2	2	22	-1	0.0	4.8	848	773	K		hargrave 2024-04-13 11:40:36	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Grenville orogen	SJ6
SJ6-4a	SJ6-4a_LP-DIR-T	SJ6-4		mt	271.4	-45.0	2	25	100	0.0	6.3	861	773	K		hargrave 2024-04-18 17:58:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Grenville orogen	SJ6
SJ6-4a	SJ6-4a_LP-DIR-T	SJ6-4		pdf	327.0	64.7	2	4	0	76.0	9.1	423	273	K		hargrave 2024-04-18 17:58:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	SJ6
SJ6-4a	SJ6-4a_LP-DIR-T	SJ6-4		mt	271.4	-45.0	2	25	0	0.0	6.3	861	773	K		hargrave 2024-04-18 17:58:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Grenville orogen	SJ6
